id,p_code,procurement,unit_price,pref_order_qty,unit_meas,mfg_lt,curr_stock
5740,GHD487413,B,271.86,76,FT,,5151
5741,SWJ554066,M,320.56,463,LBS,17 days,5576
5742,EPD016572,M,387.33,390,FT,10 days,3405
5743,BHL446046,B,737.13,402,FT,,1656
5744,TSS700215,M,807.3,31,FT,25 days,2242
5745,LOS028419,B,840.91,255,M,,373
5746,UTY329863,M,959.94,392,EA,30 days,688
5747,ZNN605642,M,108.53,461,FT,21 days,5448
5748,PQE776333,B,387.55,72,KG,,8507
5749,NVB054191,B,926.68,475,FT,,5115
5750,RDX243780,B,609.09,448,EA,,5080
5751,JVM575760,M,874.79,477,M,2 days,3139
5752,NQD735426,M,715.29,358,KG,26 days,7351
5753,HWQ063618,B,175.15,145,EA,,2453
5754,XQE393065,M,224.58,376,M,13 days,1337
5755,BVO091958,B,383.05,29,FT,,235
5756,JXN110947,B,24.99,184,LBS,,1326
5757,JRV981395,M,566.04,439,FT,8 days,232
5758,ULV660506,B,16.8,74,LBS,,4480
5759,BPV018737,M,281.77,59,FT,21 days,3492
5760,GBV996487,B,802.05,157,FT,,726
5761,WGA739322,M,761.35,394,LBS,28 days,5913
5762,VXH664184,M,705.19,410,FT,3 days,6896
5763,CXW122836,M,338.65,446,FT,22 days,3357
5764,RAC151409,M,586.51,50,KG,6 days,7732
5765,XRU557888,M,679.49,492,EA,19 days,382
5766,YRU617538,M,514.37,109,EA,8 days,905
5767,UMJ263842,B,793.5,11,M,,9011
5768,ZTI894003,M,647.87,448,KG,18 days,5374
5769,AQQ130529,M,115.22,363,M,17 days,8988
5770,ZVY746172,M,31.39,442,LBS,20 days,8038
5771,QYO608397,B,223.78,142,EA,,9918
5772,YFM858188,B,571.64,470,KG,,9153
5773,RIY773291,B,912.47,455,LBS,,4339
5774,CTN018637,M,379.28,492,FT,20 days,7873
5775,IFJ580194,M,503.38,497,EA,5 days,9406
5776,DEO412055,B,871.54,28,LBS,,8136
5777,YAM743164,M,73.99,73,M,19 days,1255
5778,OFI493624,B,150.66,184,FT,,1174
5779,PXL787483,M,539.26,23,LBS,26 days,7775
5780,PQT631992,B,626.89,466,KG,,8901
5781,ERN060851,M,301.8,402,KG,8 days,1410
5782,VIP480093,B,523.78,313,M,,3729
5783,LWP862091,B,443.33,65,M,,7423
5784,BOT961471,M,533.19,263,KG,20 days,5173
5785,UXQ985375,M,747.24,432,EA,8 days,9969
5786,SIX662083,M,966.86,461,M,1 days,1848
5787,HSL690125,M,132.27,89,LBS,17 days,4277
5788,SGD638655,M,656.29,361,FT,1 days,7357
5789,WVF205024,B,145.17,288,M,,1645
5790,TOW146083,B,588.13,93,FT,,6863
5791,XOA209620,M,504.57,264,FT,1 days,2733
5792,XMB170276,B,909.34,370,LBS,,168
5793,IXT253386,M,37.12,366,LBS,15 days,7797
5794,RPZ728502,B,601.59,70,EA,,2462
5795,IWU328840,B,958.31,400,M,,3271
5796,CBM668684,M,225.52,369,KG,30 days,7710
5797,IYT084989,M,840.85,476,KG,26 days,8554
5798,ETI022981,B,160.16,390,FT,,3315
5799,MUH963197,M,227.66,32,LBS,6 days,4854
5800,VVP613511,M,105.64,495,LBS,21 days,77
5801,OYD209698,B,842.86,423,KG,,6330
5802,ZOH418937,M,671.58,431,EA,6 days,5337
5803,LJM093866,M,806.55,412,LBS,3 days,9507
5804,OKZ512545,M,884.63,12,M,10 days,7589
5805,ENC275715,M,513.98,10,M,12 days,9714
5806,RVY096841,M,44.22,433,LBS,26 days,2591
5807,KBN803013,M,861.29,56,M,26 days,2499
5808,MRG424919,B,933.55,15,FT,,8152
5809,AJO897695,B,891.2,424,EA,,9580
5810,UXY695585,M,61.23,111,KG,7 days,3952
5811,PDU291906,M,460.89,60,FT,19 days,2009
5812,RUW967467,B,499.22,12,EA,,5582
5813,SRO971629,B,670.59,67,KG,,8068
5814,NWU490374,B,975.21,200,M,,2747
5815,MLZ572973,M,939.2,221,FT,20 days,6524
5816,VDM059160,M,411.42,426,LBS,30 days,6993
5817,KHN421171,B,505.78,428,M,,3788
5818,RXC859481,M,435.9,108,EA,8 days,868
5819,GDM509022,B,414.97,476,FT,,5704
5820,SQZ848309,M,867.92,121,EA,12 days,2513
5821,KCQ615671,M,97.97,37,EA,2 days,5785
5822,HQW911016,M,629.82,86,M,15 days,341
5823,NRC041575,M,800.54,47,KG,14 days,9945
5824,FZI040690,M,266.35,184,M,1 days,9295
5825,NSZ363530,B,715.28,307,KG,,6743
5826,NBT874896,B,492.09,6,KG,,3899
5827,EIX205024,M,402.54,447,EA,22 days,7078
5828,OPO759228,M,199.93,188,KG,21 days,9593
5829,PZR254496,B,594.71,404,KG,,1061
5830,NKZ942349,M,800.98,253,EA,23 days,6102
5831,XFA504695,M,465.11,374,LBS,16 days,1203
5832,EBV385668,B,475.83,34,EA,,9327
5833,TMU303241,M,238.25,269,FT,23 days,4252
5834,XBU696787,B,382.08,404,EA,,6264
5835,GLI607347,M,813.27,3,M,17 days,7013
5836,QUL678850,M,120.17,201,EA,3 days,3457
5837,MBO751517,M,175.5,34,EA,22 days,7108
5838,LWX684484,M,874.05,398,KG,5 days,2990
5839,WCM527834,M,890.98,173,FT,3 days,2045
5840,RDS399996,M,856.76,274,FT,15 days,6395
5841,XHN964435,M,289.8,425,LBS,30 days,3094
5842,QZL782962,B,481.15,410,EA,,5299
5843,FAA554097,M,355.93,160,FT,12 days,626
5844,QSH073149,B,681.97,291,LBS,,4690
5845,WXF210432,M,598.55,350,KG,26 days,5760
5846,FUM647529,M,43.97,239,EA,12 days,1544
5847,RLP602580,M,874.26,226,M,2 days,7436
5848,EPK798275,M,613.2,125,FT,28 days,1979
5849,URV056395,M,942.52,32,EA,18 days,4503
5850,DMK191043,M,869.22,362,EA,20 days,8851
5851,KEE113619,M,709.86,266,EA,19 days,596
5852,ZUX773517,B,542.56,166,M,,3808
5853,AWQ021218,M,298.64,170,FT,29 days,4887
5854,HDO727544,M,531.51,206,EA,20 days,2471
5855,XQX910738,B,670.95,14,M,,3724
5856,BFG209850,M,812.64,105,LBS,2 days,9675
5857,KQD279918,M,284.45,11,EA,13 days,6423
5858,THB689625,M,905.42,203,M,19 days,592
5859,OBP814541,B,991.78,343,M,,3969
5860,GCN088801,B,696.68,462,FT,,8404
5861,ADU134478,B,412.51,190,KG,,9201
5862,FEN033778,B,281.86,283,LBS,,312
5863,DZA008795,M,440.67,288,M,9 days,9467
5864,PUP626321,B,186.64,241,M,,6021
5865,BFB283266,M,449.92,48,LBS,4 days,4898
5866,JKW445385,M,232.46,30,KG,7 days,4766
5867,RRI835688,M,827.29,121,M,29 days,9951
5868,ZCR591179,B,416.39,442,M,,8704
5869,KGR621901,B,976.06,257,EA,,1563
5870,ONT840724,B,900.14,108,EA,,185
5871,IKA651395,M,108.22,86,KG,2 days,7679
5872,OJF631317,M,762.47,133,EA,13 days,4727
5873,YNG115028,M,475.12,204,KG,22 days,3312
5874,YWG870901,B,948.56,148,FT,,1799
5875,TMV326081,B,179.98,129,EA,,9203
5876,WCI670820,B,95.63,380,M,,7301
5877,WQB749583,M,474.71,417,LBS,13 days,1466
5878,PVX584716,M,727.5,29,FT,12 days,5345
5879,CBY161432,M,906.58,35,EA,17 days,1047
5880,SAU958982,B,108.57,377,KG,,379
5881,VHZ917553,M,654.25,230,KG,14 days,5932
5882,MMU499930,B,66.92,394,LBS,,1938
5883,PXM874986,B,420.39,225,FT,,6722
5884,FVD641038,B,124.4,499,FT,,7292
5885,HJQ771487,B,691.49,391,LBS,,7046
5886,ODZ265932,B,975.83,433,KG,,8357
5887,OZR406667,M,476.03,264,FT,1 days,6048
5888,IQB523495,M,484.03,63,LBS,2 days,6607
5889,ROF657475,M,887.53,32,FT,4 days,3145
5890,TDV469452,B,977.02,169,EA,,5194
5891,PVJ387505,B,34.83,354,KG,,7715
5892,BPM702483,M,548.88,335,KG,6 days,7472
5893,RFH537021,M,391.85,141,M,15 days,7482
5894,FIS507899,M,180.09,241,FT,12 days,694
5895,DDK514784,B,301.91,112,EA,,2765
5896,GEP902155,M,108.88,172,KG,11 days,802
5897,CZU097872,B,718.52,389,FT,,1603
5898,AHH966159,M,289.44,462,EA,7 days,154
5899,CTI566854,M,693.88,311,KG,19 days,7771
5900,AHS697779,B,279.19,150,EA,,8131
5901,MDB875830,B,827.51,60,EA,,3468
5902,YCU384952,B,143.45,474,KG,,9632
5903,JNX938820,B,210.4,207,FT,,1900
5904,UHB593248,B,65.86,44,FT,,7910
5905,ONV816411,M,118.72,35,EA,2 days,1546
5906,IDJ396727,B,253.05,495,LBS,,2878
5907,NYF763024,B,693.84,380,LBS,,5110
5908,BYN376257,M,418.78,241,M,20 days,5
5909,BFS722337,M,833.17,430,M,16 days,1024
5910,LUQ107289,M,564.01,152,EA,24 days,4628
5911,DUZ414561,B,189.75,438,KG,,6374
5912,HET095838,B,309.98,441,LBS,,7499
5913,LGU788954,B,312.71,87,LBS,,4692
5914,PHB127600,M,298.73,214,KG,22 days,4040
5915,MST530415,M,84.06,81,FT,3 days,8270
5916,WIT264913,B,312.99,47,LBS,,9002
5917,LQS165349,B,635.21,63,KG,,419
5918,EUY554126,B,168.36,138,M,,247
5919,CNQ958050,B,920.65,429,LBS,,1094
5920,OWK360998,B,14.89,143,EA,,3698
5921,QOD825004,M,201.84,108,M,14 days,209
5922,BRY818148,B,771.62,109,M,,8078
5923,JVD420907,M,178.66,499,LBS,29 days,1240
5924,BRX672192,M,260.23,393,EA,17 days,3980
5925,IAF925857,B,81.84,403,LBS,,917
5926,OBM157405,M,396.94,184,M,22 days,6929
5927,TJZ454922,B,696.06,252,LBS,,1899
5928,DJM128465,M,105.09,280,LBS,8 days,8883
5929,HRW712421,M,310.88,456,EA,1 days,7978
5930,DAG992424,M,318.3,300,EA,1 days,3753
5931,LQE297111,B,713.57,90,M,,7707
5932,GPL750087,B,678.15,268,M,,5638
5933,YHD890815,B,411.15,427,FT,,5285
5934,EPQ475936,M,683.09,33,EA,18 days,9293
5935,CQC247798,M,498.56,248,FT,19 days,3834
5936,RNG632989,M,505.65,84,LBS,21 days,3446
5937,HZX407181,B,277.41,439,FT,,7758
5938,FHO954237,M,124.25,172,FT,28 days,2376
5939,QSD811085,B,114.74,488,M,,3005
5940,BET352944,B,418.46,123,KG,,1591
5941,OUI792149,M,840.75,242,KG,24 days,651
5942,PEV507426,B,60.95,481,M,,9452
5943,CVT726127,M,274.46,13,KG,15 days,6528
5944,MBE294100,M,668.86,64,KG,17 days,8730
5945,LUV595446,B,519.22,441,M,,1950
5946,GSV040772,B,928.15,127,LBS,,4020
5947,HZU140338,M,532.28,164,EA,7 days,8896
5948,EFW037504,B,545.25,120,EA,,2340
5949,ZYP253892,M,73.05,302,M,14 days,8649
5950,AFV698316,M,509.91,256,EA,30 days,2124
5951,BHG044077,M,690.49,450,LBS,29 days,1606
5952,ZAI110517,M,932.19,236,FT,29 days,1718
5953,MFQ447392,M,65.22,433,FT,9 days,9001
5954,XZG610438,B,814.56,354,M,,6834
5955,SYB077291,B,485.47,240,LBS,,4265
5956,UUU190758,B,324.47,32,M,,5273
5957,DBU333023,M,940.74,305,EA,16 days,6382
5958,INU765205,B,257.83,70,M,,8422
5959,MNE220010,M,831.12,285,EA,17 days,2639
5960,QFD068234,M,683.35,41,LBS,27 days,721
5961,NPM406898,M,17.22,121,LBS,29 days,7288
5962,BQJ152948,B,760.27,305,FT,,4112
5963,KHQ620645,B,483.05,34,KG,,9306
5964,JFQ580937,B,189.38,83,LBS,,1999
5965,MSO563295,B,36.95,225,M,,1134
5966,TNA860750,M,476.75,31,EA,2 days,3275
5967,ASY294563,B,454.91,207,M,,9796
5968,AEF911088,B,246.62,390,KG,,5033
5969,FPF875808,B,468.57,494,KG,,9672
5970,VTL326731,M,667.2,337,EA,7 days,1500
5971,SNF027910,M,413.62,489,FT,7 days,5142
5972,SPB882128,B,356.35,20,EA,,6909
5973,YNS123103,B,797.93,339,KG,,6203
5974,TDP828392,B,29.02,341,KG,,9271
5975,XIS476564,M,196.29,4,KG,3 days,6889
5976,LSS249263,M,997.72,313,LBS,4 days,2591
5977,AGA047033,M,485.93,164,FT,4 days,3086
5978,YCN935515,B,602.83,80,KG,,4639
5979,GLQ125582,B,206.16,47,KG,,7897
5980,UFY834891,B,263.28,308,FT,,1091
5981,LHA459942,B,747.65,245,M,,2463
5982,KIA519538,B,249.96,331,LBS,,6978
5983,TUB066572,M,980.02,163,FT,21 days,7234
5984,VKV405825,B,242.38,207,KG,,5859
5985,QKT332122,B,867.35,307,LBS,,3936
5986,QQY907055,B,232.89,288,M,,4591
5987,JTQ798334,B,238.8,73,LBS,,810
5988,YYJ111287,M,886.47,341,LBS,19 days,6143
5989,OYX192059,M,293.69,24,KG,22 days,2808
5990,TBA198660,M,4.63,117,LBS,8 days,2262
5991,BDL979915,M,895.84,65,KG,13 days,6413
5992,ZEN277239,B,452.34,46,FT,,8976
5993,BFP407560,M,684.78,360,EA,25 days,7109
5994,HYA721358,M,495.89,56,KG,5 days,1818
5995,SIR217586,M,443.17,451,M,9 days,7789
5996,WUW784913,M,237.1,19,KG,26 days,9234
5997,EXU434555,B,457.03,499,M,,3194
5998,POX170870,M,675.25,461,LBS,1 days,3397
5999,TOX649767,B,810.47,211,KG,,2257
6000,UEC364926,M,937.79,212,LBS,4 days,2480
6001,JUV429878,M,137.38,389,KG,8 days,8504
6002,RRG368616,M,841.54,214,EA,25 days,6171
6003,GNP219820,M,963.37,196,FT,29 days,4856
6004,JCQ188298,M,235.53,3,FT,10 days,4295
6005,VEI263052,M,446.48,331,M,28 days,7808
6006,WQC488509,B,50.81,459,EA,,2835
6007,ETE599755,B,488.35,477,M,,6090
6008,KVB781586,M,7.53,293,FT,9 days,3797
6009,EDS122425,B,804.64,61,FT,,2053
6010,HET266436,M,107.73,44,FT,23 days,4685
6011,BWA855778,B,979.35,388,EA,,4228
6012,RTN132254,M,540.66,111,FT,20 days,6387
6013,QWV773839,B,953.9,97,FT,,6346
6014,VDW765325,M,316.51,52,EA,25 days,8627
6015,HUX731250,B,608.02,67,EA,,4969
6016,SFH333166,B,311.96,402,M,,3319
6017,BZQ030784,M,855.49,34,FT,12 days,4752
6018,QAY452550,B,95.83,100,M,,5002
6019,FXN129482,B,575.18,69,FT,,1467
6020,BBV760125,B,981.15,361,FT,,6574
6021,JBC069489,B,691.42,159,FT,,3907
6022,XID039993,B,727.16,402,KG,,1560
6023,WDM203127,M,389.97,232,EA,8 days,4298
6024,TQI361849,B,759.11,385,FT,,4309
6025,TTU818775,M,574.25,130,M,12 days,2126
6026,ZOW923613,B,150.85,175,FT,,3746
6027,TVE192212,M,591.61,455,M,15 days,3654
6028,OOL058998,M,163.57,130,EA,30 days,217
6029,FTQ506212,B,178.18,239,EA,,8956
6030,NVV046965,M,904.62,204,EA,10 days,3766
6031,WIR583152,B,36.67,437,EA,,8975
6032,IJG497175,B,262.86,151,LBS,,4253
6033,FSX419256,B,609.47,359,M,,9012
6034,RKC983843,B,844.46,144,LBS,,478
6035,RWY787256,M,835.9,52,M,29 days,2435
6036,EDM058841,M,37.94,23,M,6 days,6379
6037,YPD310429,M,63.74,79,KG,30 days,7689
6038,VXF586683,B,848.06,175,EA,,1656
6039,XWN773979,M,254.32,146,M,19 days,7435
6040,NFW155351,M,227.24,241,KG,20 days,2072
6041,WBY142361,M,631.77,93,EA,5 days,9138
6042,PXZ983530,M,123.1,91,M,17 days,5578
6043,EHY286663,B,741.63,385,LBS,,9983
6044,RMF265952,M,164.72,168,FT,30 days,4526
6045,UCN076374,M,313.46,95,M,15 days,3492
6046,ZCI936742,M,154.97,143,KG,27 days,4571
6047,DII072091,B,122.71,198,M,,6483
6048,DQI469468,B,482.49,462,LBS,,3725
6049,SWQ885282,B,870.36,284,FT,,3294
6050,CXD197063,M,71.59,181,LBS,25 days,1505
6051,QPG010322,M,991.12,286,EA,8 days,9829
6052,FTR116984,M,234.19,225,FT,20 days,6857
6053,QEW800567,B,728.12,390,LBS,,386
6054,IAO160450,B,540.28,478,KG,,3853
6055,UIX927229,B,561.89,236,M,,1245
6056,GAS927669,B,132.96,187,FT,,10
6057,IXB856424,M,908.17,475,EA,14 days,9543
6058,HVR606378,M,778.37,190,M,1 days,7228
6059,OYM075081,M,813.8,258,FT,5 days,3993
6060,QPQ447601,M,534.28,310,FT,23 days,8754
6061,DWB934913,B,930.61,107,EA,,8167
6062,QIY015290,B,636.45,226,FT,,2438
6063,BZR878573,B,293.48,360,FT,,4450
6064,KEL380876,B,266.74,240,LBS,,6003
6065,XUN225712,M,593.06,59,KG,14 days,1375
6066,UBG533446,M,760.41,146,M,2 days,425
6067,HOE042236,M,195.53,444,LBS,22 days,2083
6068,QIL618625,B,190.2,138,FT,,8799
6069,RAF063644,B,424.68,285,LBS,,4573
6070,GKL552911,M,939.8,260,KG,9 days,1235
6071,DNG106708,B,177.69,359,M,,7525
6072,LOG429964,M,791.94,223,FT,25 days,7085
6073,SXD109770,M,257.39,209,EA,4 days,7770
6074,DBF541044,M,554.67,449,KG,15 days,3117
6075,UNK207114,M,29.15,71,KG,22 days,6852
6076,PJV753181,M,631.23,327,KG,12 days,1263
6077,UAZ755098,M,689.99,451,M,12 days,3791
6078,LJO191198,B,149.33,182,LBS,,4639
6079,UCH693736,B,577.27,384,KG,,6197
6080,ZFW592825,B,809.37,101,FT,,3037
6081,OKU028180,M,347.38,76,EA,4 days,8191
6082,MNR099958,M,500.74,167,LBS,29 days,4955
6083,NIZ346912,M,695.13,14,EA,4 days,4121
6084,FUO802947,M,106.49,79,FT,18 days,3274
6085,QHU212063,B,983.83,392,LBS,,1418
6086,LPX962823,M,406.69,499,LBS,28 days,5478
6087,DVP909444,M,732.52,310,LBS,24 days,6103
6088,SBI124275,M,146.04,204,M,10 days,6161
6089,RSI501476,B,738.63,426,FT,,9439
6090,MDU394084,M,809.02,75,FT,13 days,1270
6091,OKA219119,M,715.38,375,M,21 days,6727
6092,TJI117552,B,858.23,85,KG,,4834
6093,LLZ597330,M,175.58,201,KG,21 days,5690
6094,ABI833473,M,711.33,78,FT,23 days,9676
6095,EDS889269,B,138.94,418,FT,,9202
6096,WFE467961,M,358.1,175,KG,21 days,9318
6097,GQT819914,B,437.2,331,M,,4429
6098,ASZ113448,B,28.81,245,LBS,,822
6099,VFA557461,M,107.51,106,M,5 days,9367
6100,VKV328099,B,708.66,290,KG,,8431
6101,PVY658424,B,397.8,31,KG,,7429
6102,YNT385470,B,19.81,36,LBS,,979
6103,RHT144006,B,910.45,149,FT,,3125
6104,ZZW993697,M,651.31,487,EA,6 days,3740
6105,QPT926030,B,451.09,229,EA,,2535
6106,JAO316267,M,471.22,228,FT,11 days,6939
6107,TRR561370,M,769.46,332,KG,14 days,776
6108,OPW481156,M,125.01,40,EA,26 days,722
6109,OEJ901776,M,931.85,240,LBS,15 days,8807
6110,DRO887081,B,959.19,495,KG,,550
6111,WNM293104,M,726.43,14,M,28 days,629
6112,DSC936576,M,352.38,460,KG,21 days,4838
6113,YOH377515,B,180.65,173,M,,7873
6114,HZX183069,M,400.88,454,M,24 days,8898
6115,KUN667347,B,955.88,247,KG,,27
6116,ZAQ354371,M,443.67,257,M,27 days,8774
6117,TAJ590723,B,127.78,407,M,,265
6118,SKA285947,B,147.7,382,FT,,1200
6119,WUA523436,M,341.76,425,FT,10 days,9068
6120,DGM536360,M,938.41,60,LBS,21 days,9316
6121,JEJ444669,B,702.67,398,KG,,4425
6122,NQY352668,M,598.4,65,LBS,24 days,3031
6123,ZDC374481,B,38.32,32,FT,,2749
6124,FKY037615,B,367.0,433,M,,2722
6125,XRG938834,B,389.87,117,EA,,8585
6126,ZWY347540,M,247.36,395,KG,10 days,2192
6127,XMC055242,M,9.27,293,FT,7 days,1920
6128,HMN172431,B,948.71,300,EA,,899
6129,QVX257925,M,435.78,466,LBS,1 days,2762
6130,HYV076689,M,202.44,461,LBS,19 days,8058
6131,RAU809644,B,786.62,112,KG,,1049
6132,DRK225470,M,292.75,467,LBS,27 days,8216
6133,AFK255633,B,608.79,75,KG,,8757
6134,HXX282726,B,746.25,60,LBS,,3423
6135,BOV618430,M,59.48,437,EA,21 days,4009
6136,DJU384356,M,974.1,50,LBS,20 days,5258
6137,RTP819531,B,347.16,190,FT,,7305
6138,HTY431933,B,684.85,337,LBS,,2767
6139,CZF641263,M,46.86,410,KG,12 days,7047
6140,EYN910399,M,161.1,474,FT,11 days,1596
6141,DXO156526,M,165.38,151,M,29 days,7874
6142,WMX471970,B,310.23,382,EA,,8474
6143,GGS449942,B,599.49,267,KG,,4920
6144,ZAZ589540,M,957.88,235,EA,24 days,3653
6145,FKC777309,B,209.89,439,LBS,,204
6146,RON226400,M,104.45,213,M,1 days,8336
6147,PJS814668,M,368.76,443,M,22 days,2133
6148,QKR305729,M,56.06,74,LBS,25 days,5233
6149,UPK151618,M,821.28,38,LBS,21 days,1647
6150,LRD152953,B,417.92,262,LBS,,2326
6151,MSH865229,M,490.2,99,FT,30 days,3106
6152,IJS986531,B,611.67,180,EA,,7321
6153,KXJ384649,M,473.01,434,EA,12 days,6574
6154,SDF334779,B,451.65,48,EA,,7394
6155,WTN783491,M,606.5,479,EA,3 days,9545
6156,UQQ735332,M,696.44,425,LBS,13 days,2838
6157,TOP358372,B,820.64,411,M,,1302
6158,ZQU089363,B,866.38,451,M,,2575
6159,BGC598072,M,287.61,469,LBS,1 days,7803
6160,PTW127568,B,613.2,274,KG,,7731
6161,YGM769817,B,586.56,121,EA,,5562
6162,JZK329503,B,254.47,365,FT,,3774
6163,NLP857876,M,369.14,176,LBS,20 days,8963
6164,ESN853191,M,26.74,262,FT,20 days,2495
6165,RMY857005,B,619.99,491,FT,,3235
6166,SPB673478,B,86.78,354,EA,,3930
6167,TRG233083,B,429.55,163,M,,7566
6168,GXI571151,M,62.45,321,EA,22 days,1369
6169,JKH589786,M,337.21,39,M,3 days,3194
6170,BYF619092,M,566.82,157,KG,23 days,5822
6171,DJQ537254,M,996.35,494,FT,26 days,8584
6172,PYK009397,M,959.17,334,LBS,2 days,2962
6173,ONV504872,M,910.52,108,KG,13 days,8781
6174,OWA725784,M,637.02,280,FT,8 days,2875
6175,KGH153058,B,797.19,204,M,,2815
6176,UGD527597,B,10.89,13,LBS,,9350
6177,GKD012516,B,663.96,309,M,,2403
6178,IQF790793,B,995.88,359,EA,,3172
6179,ZDG336689,B,196.95,479,M,,6274
6180,XSD817064,M,319.0,450,M,21 days,2895
6181,EYB798420,M,803.91,145,FT,27 days,2853
6182,YLV324909,M,838.7,77,M,22 days,9771
6183,SKA553539,B,370.37,256,KG,,7436
6184,ZGO079194,M,847.89,404,EA,21 days,1023
6185,ARI661312,M,32.49,423,KG,5 days,2647
6186,XUQ124371,M,864.26,97,LBS,21 days,2455
6187,WYJ068919,M,127.89,137,FT,15 days,8753
6188,CNM121644,B,120.86,169,EA,,6972
6189,OIN235215,M,898.3,367,FT,8 days,2064
6190,YIF657302,M,796.95,120,M,10 days,7364
6191,HCY962496,M,199.86,358,KG,4 days,8354
6192,HSX317141,B,323.66,40,LBS,,2769
6193,FSS966836,B,611.21,346,EA,,2632
6194,BCW670734,M,728.59,303,M,30 days,5370
6195,IVV357939,B,412.75,95,M,,8200
6196,MNA945896,M,345.01,218,FT,12 days,7020
6197,ACK420345,M,215.09,229,FT,17 days,364
6198,HWL965960,B,312.27,98,FT,,2711
6199,HVM846795,B,784.33,272,M,,2176
6200,HJL188959,B,178.86,84,FT,,2176
6201,DRD940087,B,759.54,303,M,,3572
6202,ZQU965648,M,550.99,299,EA,12 days,923
6203,XFS032265,B,860.21,312,LBS,,6106
6204,DSY360102,M,932.11,56,KG,26 days,4383
6205,ALQ070843,B,822.23,327,M,,3504
6206,LZW044091,B,195.66,218,LBS,,6627
6207,TGJ163544,B,755.57,158,M,,5839
6208,XPU112152,M,133.19,141,FT,27 days,3312
6209,LDN196618,B,628.63,16,KG,,1423
6210,OKK506946,M,539.03,473,FT,19 days,5063
6211,YBG628097,M,617.32,79,M,10 days,8910
6212,MOP298277,M,989.67,226,M,18 days,7076
6213,BYK091826,B,971.41,57,EA,,7386
6214,MPC523342,M,741.0,288,KG,5 days,5771
6215,VZX132507,B,545.2,150,EA,,3593
6216,QIV881472,B,865.26,112,M,,9512
6217,FUE282206,B,362.71,429,M,,1239
6218,NAU880413,B,212.27,36,FT,,2338
6219,UHZ601611,M,985.42,23,KG,3 days,5434
6220,UQM167952,M,216.0,241,EA,7 days,2554
6221,ITE235428,M,661.26,41,LBS,17 days,9281
6222,TCP402724,B,647.43,96,M,,6277
6223,COS363994,M,502.74,465,M,21 days,9608
6224,AMH746205,B,156.45,297,FT,,7535
6225,XZU580933,M,713.05,425,KG,16 days,8084
6226,KYF407192,M,880.07,468,LBS,1 days,6115
6227,MDH966309,B,632.39,446,KG,,3207
6228,BHS513180,B,667.64,8,LBS,,3011
6229,REN759557,B,457.14,148,FT,,3148
6230,EXY590311,M,747.71,157,EA,21 days,5628
6231,RAA551178,B,591.68,243,EA,,7155
6232,GAR301445,M,228.89,53,M,28 days,8279
6233,UBZ996490,M,959.88,62,M,25 days,695
6234,PYM360632,B,555.23,247,FT,,8840
6235,GPS522157,M,732.62,12,LBS,29 days,5975
6236,NXJ313682,B,332.91,410,EA,,100
6237,LIQ422243,M,937.1,314,KG,18 days,8107
6238,ABK043460,M,884.38,154,FT,8 days,9625
6239,QBT255901,M,477.15,10,KG,11 days,7201
6240,NAN510528,M,138.82,390,KG,12 days,8417
6241,EWC426534,M,442.18,477,M,11 days,3465
6242,RLP448510,M,836.31,146,EA,5 days,7746
6243,VXO166068,M,787.08,298,LBS,30 days,3607
6244,GSX297865,B,256.21,347,EA,,4541
6245,PPR878272,M,302.2,363,KG,20 days,6503
6246,MHS128240,M,655.9,391,FT,26 days,9427
6247,ZDB978133,M,877.88,92,M,11 days,1856
6248,VPP469710,M,289.76,121,KG,29 days,7978
6249,SBY401002,B,479.98,421,FT,,1519
6250,VRA507525,M,726.65,309,LBS,27 days,6876
6251,WEW436374,B,296.23,295,M,,114
6252,PGK419675,B,566.96,478,LBS,,2693
6253,III211788,M,582.56,259,LBS,14 days,771
6254,OMU054405,M,551.17,60,M,17 days,3693
6255,PHD569820,B,756.88,235,LBS,,167
6256,DNR937184,B,727.64,344,EA,,9496
6257,DQH216705,M,566.5,279,M,4 days,4602
6258,TYJ314489,M,73.59,23,EA,9 days,7811
6259,YNE946831,M,871.63,300,EA,8 days,3450
6260,OVC133922,M,41.26,375,FT,13 days,9135
6261,RZA704534,M,101.19,194,LBS,27 days,9545
6262,ZIH947505,B,997.18,341,FT,,383
6263,RHK650314,B,35.31,242,EA,,350
6264,NFD183738,B,20.34,487,EA,,4533
6265,EBC546738,M,300.3,147,EA,21 days,1898
6266,ESM917119,B,315.6,87,KG,,8196
6267,ZYK537872,M,274.56,458,KG,19 days,2078
6268,STE750397,B,266.8,82,LBS,,5873
6269,RDV196398,M,40.43,498,LBS,16 days,546
6270,WYW682469,M,690.65,325,EA,28 days,6482
6271,RWS653264,B,568.81,54,KG,,4254
6272,IIE530556,M,849.78,79,LBS,10 days,329
6273,MJW413992,B,90.96,230,KG,,1288
6274,GBB940323,M,772.41,436,KG,26 days,4598
6275,CEF137860,M,942.49,350,KG,26 days,5735
6276,VBT414170,M,628.72,255,EA,26 days,3165
6277,DQQ781819,B,459.53,199,EA,,5626
6278,PBZ195207,B,506.72,216,KG,,2111
6279,VJY053184,M,972.39,271,FT,5 days,5219
6280,TMV653181,M,982.03,262,FT,14 days,4836
6281,TFE859871,M,937.12,451,EA,23 days,1895
6282,RMW126198,M,397.21,341,LBS,1 days,7630
