order_no,line_no,order_stat,part,qty,unit_price,due,line_cls
SO-7008005,3,C,2119,45,563.29,2024-03-26 23:45:52.400510,2024-04-04 02:07:35.770567
SO-3005252,1,X,2102,20,738.55,2024-01-13 21:40:42.809645,
SO-3005252,2,C,3110,25,456.96,2023-11-13 18:31:06.564552,2023-11-27 18:05:50.706676
SO-3005252,3,O,3071,31,1481.75,2023-12-15 15:49:16.304928,
SO-3005252,4,O,7932,44,396.36,2023-10-28 17:48:15.133758,
SO-3005252,5,X,6732,6,948.36,2023-11-16 04:28:16.856758,
SO-3512223,1,X,1945,9,1350.14,2023-09-03 13:19:23.786726,
SO-3512223,2,X,6665,5,596.12,2023-09-28 06:03:46.213823,
SO-3512223,3,C,1146,21,183.79,2023-10-13 14:10:02.612921,2023-10-27 04:16:02.961077
SO-3512223,4,O,6761,7,145.79,2023-10-01 18:32:11.688344,
SO-3871633,1,C,6119,50,596.08,2023-07-24 19:13:15.311193,2023-08-22 14:26:44.240768
SO-3871633,2,X,3032,33,1030.04,2023-10-08 03:25:51.691756,
SO-3871633,3,O,5123,11,1404.55,2023-08-30 19:35:07.246740,
SO-3871633,4,O,7279,7,536.87,2023-08-21 00:42:34.694794,
SO-3989734,1,C,9230,20,739.87,2024-02-14 22:24:19.798453,2024-03-09 21:10:07.710585
SO-3989734,2,C,9323,37,340.34,2023-12-05 16:41:56.540130,2023-12-09 18:35:55.495443
SO-3989734,3,X,823,2,726.6,2024-02-03 14:55:08.053322,
SO-3989734,4,X,3793,15,543.0,2023-12-19 07:16:01.092110,
SO-3989734,5,C,6120,14,1266.3,2023-11-26 00:11:53.040831,2023-12-22 23:02:50.032679
SO-3989734,6,C,3545,32,445.04,2024-01-23 09:41:02.695462,2024-02-08 23:07:31.115142
SO-8892779,1,C,7121,9,1001.65,2024-07-09 16:41:56.460977,2024-07-13 13:49:35.511664
SO-9871191,1,C,365,37,701.67,2025-01-02 05:16:34.400712,2025-01-26 16:45:45.646343
SO-9871191,2,X,212,17,777.69,2024-12-27 05:17:31.811711,
SO-9871191,3,X,2348,9,1373.94,2024-12-29 12:40:58.349777,
SO-8498049,1,C,2167,18,118.55,2024-04-05 02:56:17.804673,2024-05-02 15:25:16.181024
SO-8498049,2,O,7247,7,1348.49,2024-06-07 10:16:42.207560,
SO-8498049,3,O,916,6,1373.32,2024-06-20 10:37:17.936219,
SO-4837625,1,X,1149,3,674.65,2024-09-11 17:38:36.836347,
SO-4837625,2,O,2323,17,991.27,2024-09-14 23:57:56.840332,
SO-4837625,3,C,4513,4,686.33,2024-08-20 21:28:27.162967,2024-08-26 15:34:21.341903
SO-4837625,4,O,1026,49,890.04,2024-09-23 14:00:49.329454,
SO-4837625,5,O,1644,10,659.24,2024-11-06 18:06:26.582769,
SO-4837625,6,X,5956,38,710.16,2024-09-10 14:08:00.557746,
SO-1850547,1,O,2448,6,492.93,2024-03-10 17:50:20.004186,
SO-1850547,2,C,8162,48,761.83,2024-03-08 05:11:34.045575,2024-03-18 12:25:14.938005
SO-1850547,3,X,8970,40,972.45,2024-04-21 23:18:22.959075,
SO-1850547,4,X,4565,48,1135.46,2024-02-07 21:05:47.019026,
SO-1850547,5,O,2753,42,1406.0,2024-03-03 03:08:57.332155,
SO-6440126,1,O,8209,6,1239.17,2023-09-14 19:42:56.825671,
SO-6440126,2,O,3834,8,80.1,2023-07-13 05:05:33.412653,
SO-6440126,3,X,3427,33,285.98,2023-09-09 08:27:59.438910,
SO-6440126,4,C,1531,27,243.0,2023-09-11 04:37:42.715110,2023-09-26 02:52:40.004186
SO-6440126,5,X,8974,15,1006.57,2023-09-08 14:57:51.931701,
SO-5111522,1,X,829,38,286.5,2023-07-21 09:42:18.405777,
SO-5111522,2,X,1717,42,1183.04,2023-06-21 05:25:24.258692,
SO-5111522,3,O,7683,27,1293.53,2023-07-05 12:25:14.917083,
SO-5111522,4,O,1778,28,306.01,2023-05-23 12:31:48.383475,
SO-8703691,1,O,9455,5,239.75,2024-11-03 16:06:57.841428,
SO-8703691,2,O,3778,38,861.24,2024-10-14 04:07:50.460778,
SO-8703691,3,O,3558,36,158.27,2024-10-23 13:14:59.073832,
SO-8703691,4,O,4169,26,548.92,2024-11-19 22:51:12.603587,
SO-8703691,5,O,9893,21,781.93,2024-11-21 11:32:58.308548,
SO-0956922,1,X,9898,18,1318.34,2024-07-05 04:52:42.744105,
SO-0956922,2,X,3923,14,524.57,2024-08-12 17:25:22.661710,
SO-0956922,3,O,3733,25,191.92,2024-07-15 01:26:47.273243,
SO-0451561,1,C,2613,2,54.81,2025-02-25 15:33:49.392144,2025-03-14 09:28:07.190055
SO-0451561,2,O,3743,21,58.62,2025-04-12 17:59:24.471288,
SO-0451561,3,O,3919,1,200.43,2025-02-10 10:43:56.237600,
SO-1325510,1,C,2912,16,1420.43,2023-09-25 04:52:55.184192,2023-10-18 18:10:39.590596
SO-1325510,2,C,2399,12,1422.33,2023-08-20 03:06:17.815794,2023-09-04 08:52:38.563524
SO-1325510,3,X,5406,34,1431.47,2023-09-30 12:43:51.813435,
SO-1325510,4,X,6947,10,70.97,2023-08-12 19:33:38.419351,
SO-2846000,1,C,1262,29,941.36,2024-09-02 08:35:15.941724,2024-09-27 12:10:37.057189
SO-2846000,2,X,2598,47,50.05,2024-10-02 09:13:32.094691,
SO-2846000,3,X,4270,49,729.92,2024-10-25 12:28:24.726208,
SO-2846000,4,O,3621,45,964.74,2024-08-12 08:45:03.753759,
SO-1109835,1,O,8682,28,220.38,2025-01-10 04:51:19.186875,
SO-0198967,1,X,1428,12,1123.58,2024-01-15 13:20:35.680087,
SO-0198967,2,X,7881,22,892.1,2024-01-16 15:50:08.734331,
SO-0198967,3,C,2929,34,187.72,2024-01-15 22:34:25.552425,2024-02-05 23:49:34.335164
SO-0198967,4,C,9003,5,1073.85,2023-12-08 03:39:20.432442,2023-12-30 04:10:01.546804
SO-2061775,1,C,185,36,806.99,2023-12-25 08:41:35.593414,2023-12-26 13:33:00.652409
SO-2061775,2,O,1707,31,284.04,2024-01-19 10:25:03.426478,
SO-2061775,3,X,7555,16,248.05,2023-12-21 04:44:43.309722,
SO-2061775,4,C,6015,20,809.18,2023-12-27 20:22:41.540406,2024-01-19 07:31:46.508026
SO-2061775,5,X,7889,45,555.55,2024-01-22 10:56:50.425873,
SO-2061775,6,O,2877,12,1482.72,2023-12-15 08:55:27.860772,
SO-6686206,1,C,7888,42,636.15,2023-06-28 10:08:59.780011,2023-07-23 00:04:26.081339
SO-6686206,2,O,9218,9,1206.39,2023-06-07 20:43:49.776093,
SO-6686206,3,O,1868,50,333.69,2023-05-23 07:47:31.747933,
SO-2595674,1,C,6735,44,491.63,2024-02-17 10:29:32.350436,2024-03-04 02:55:19.349432
SO-6998082,1,O,8457,50,805.1,2024-11-18 06:32:05.207094,
SO-6001977,1,C,4814,27,1417.44,2024-11-20 09:26:08.189191,2024-12-05 09:37:05.923069
SO-6001977,2,C,3640,28,352.12,2024-11-07 13:06:45.579676,2024-12-04 12:47:51.929068
SO-6835748,1,X,2523,21,246.24,2023-11-18 21:52:41.608281,
SO-6835748,2,X,613,44,1015.53,2023-09-17 10:26:08.914896,
SO-0619014,1,O,9391,18,1156.29,2023-08-16 21:36:29.900223,
SO-0619014,2,O,2359,49,1167.54,2023-08-25 01:41:01.295033,
SO-0619014,3,O,9842,25,1315.95,2023-08-10 23:24:39.658603,
SO-4806862,1,C,952,13,1169.82,2024-08-01 10:37:37.039857,2024-08-15 05:41:55.388328
SO-4806862,2,C,2497,43,906.95,2024-07-12 13:35:57.900676,2024-08-04 11:39:54.420085
SO-2771579,1,C,5968,49,200.32,2024-01-28 18:39:38.679952,2024-02-13 22:51:56.226006
SO-4982997,1,O,8128,9,766.45,2024-11-23 23:19:16.459346,
SO-4982997,2,X,4152,13,968.96,2024-10-08 17:42:23.928696,
SO-3740644,1,C,7339,21,1173.61,2024-10-30 07:39:12.668930,2024-11-28 23:12:29.951784
SO-3740644,2,X,2333,3,994.13,2024-09-26 02:40:11.963713,
SO-3740644,3,C,2498,32,650.28,2024-09-19 11:54:06.300184,2024-10-13 01:40:39.717971
SO-3740644,4,O,5343,39,619.08,2024-11-04 00:05:34.142308,
SO-3740644,5,O,431,8,225.01,2024-09-14 10:46:33.602773,
SO-2955076,1,X,9222,9,41.97,2023-10-28 18:19:43.508389,
SO-2955076,2,X,6516,19,921.54,2023-10-30 06:55:54.882266,
SO-2955076,3,O,2424,11,481.52,2023-10-30 09:49:10.500667,
SO-9275434,1,X,5010,28,580.33,2023-06-26 04:06:25.965608,
SO-9275434,2,O,4240,42,1027.28,2023-07-05 01:58:21.102273,
SO-9275434,3,C,9167,30,1395.74,2023-07-22 05:03:19.077029,2023-08-07 18:03:23.820614
SO-9275434,4,X,503,19,1411.61,2023-09-02 03:47:17.477162,
SO-9275434,5,O,9699,14,146.35,2023-09-06 00:54:33.403505,
SO-9275434,6,X,9319,9,1303.87,2023-06-30 02:18:55.810899,
SO-5090786,1,O,6970,38,531.68,2024-06-16 01:56:32.494916,
SO-2628976,1,O,1455,43,308.93,2023-06-28 10:01:38.356673,
SO-2628976,2,O,5835,35,922.6,2023-08-16 14:44:51.669773,
SO-2628976,3,C,2033,25,1158.89,2023-09-04 09:59:44.553790,2023-09-19 15:05:32.389002
SO-2628976,4,O,3817,10,1372.6,2023-07-17 23:00:50.043028,
SO-2628976,5,O,44,16,12.68,2023-09-02 20:27:13.388860,
SO-5023053,1,O,9478,48,692.31,2024-03-20 15:17:16.602870,
SO-5023053,2,O,4890,11,1361.07,2024-02-15 15:30:30.160669,
SO-5023053,3,C,3967,14,1243.9,2024-02-28 17:13:11.302813,2024-03-24 13:13:23.646926
SO-6871156,1,X,5806,5,1240.56,2024-08-05 15:40:09.458953,
SO-6871156,2,X,2787,5,391.14,2024-09-03 02:43:11.372047,
SO-6871156,3,O,8985,49,1310.87,2024-06-16 11:45:55.059406,
SO-6871156,4,O,9674,27,549.6,2024-09-06 17:57:29.365100,
SO-6871156,5,C,1449,37,235.42,2024-08-18 16:39:41.639575,2024-08-31 00:16:40.447094
SO-6871156,6,O,5805,49,423.13,2024-07-08 04:47:48.848556,
SO-7767264,1,O,3617,25,371.78,2024-12-05 07:34:52.444891,
SO-7767264,2,X,3505,48,251.59,2025-01-28 06:15:52.280093,
SO-7767264,3,O,2198,41,1018.28,2025-01-10 17:17:21.816610,
SO-7767264,4,C,1651,8,1428.09,2024-12-12 23:06:31.869688,2024-12-13 09:29:24.313296
SO-7767264,5,X,856,5,1069.18,2025-01-23 02:18:13.488802,
SO-9180800,1,O,9490,19,283.49,2023-09-28 01:00:28.276230,
SO-9180800,2,C,9496,31,812.58,2023-07-17 20:22:18.999866,2023-08-14 12:25:14.761651
SO-9180800,3,C,4884,38,1476.7,2023-07-16 12:44:01.105942,2023-07-21 15:58:01.592516
SO-9180800,4,X,4000,6,716.76,2023-07-24 23:47:00.234410,
SO-9180800,5,O,5282,2,992.98,2023-07-30 13:54:24.269965,
SO-8671662,1,C,5430,34,303.14,2023-11-10 12:15:02.032060,2023-11-12 12:29:42.013656
SO-8671662,2,C,8054,20,1295.6,2024-01-10 14:18:01.603010,2024-01-25 06:32:40.270041
SO-8671662,3,O,6301,17,1216.18,2023-12-31 19:36:35.538682,
SO-8671662,4,C,7340,41,696.41,2024-01-16 07:48:49.033488,2024-01-25 00:52:32.259305
SO-6959774,1,X,3225,4,1289.02,2024-11-15 19:54:16.954906,
SO-6959774,2,O,1892,37,1105.15,2024-11-30 04:53:57.573904,
SO-6959774,3,C,3521,33,1118.11,2025-01-15 20:06:20.722890,2025-02-09 00:45:51.337511
SO-6959774,4,X,9712,24,870.97,2025-01-19 21:33:58.755759,
SO-6959774,5,O,8452,35,491.57,2024-12-05 13:39:55.135791,
SO-8243321,1,O,1432,36,1191.71,2023-05-28 21:19:43.975677,
SO-0160258,1,X,1543,9,38.35,2023-05-26 10:39:01.091380,
SO-0160258,2,C,5410,29,826.74,2023-07-08 18:48:35.860116,2023-07-30 06:42:34.523855
SO-0160258,3,O,2168,23,283.35,2023-05-01 11:06:48.859449,
SO-0160258,4,C,408,43,699.49,2023-07-13 06:22:10.757962,2023-07-19 05:04:27.693111
SO-0160258,5,X,2705,35,1399.24,2023-07-08 08:34:14.043678,
SO-0464038,1,C,1688,7,860.96,2024-08-04 15:46:28.382053,2024-08-22 02:26:42.203479
SO-0464038,2,C,3653,39,458.41,2024-08-07 08:01:12.607426,2024-08-28 20:52:07.539994
SO-0464038,3,C,8612,8,1106.1,2024-08-05 01:21:00.522084,2024-08-17 13:49:06.733726
SO-0464038,4,O,4823,43,266.59,2024-07-30 15:50:20.625468,
SO-9754744,1,X,467,5,1490.54,2024-10-16 05:03:59.526660,
SO-9754744,2,O,7679,3,1230.59,2024-11-18 13:04:43.338662,
SO-2620938,1,C,9587,39,631.57,2023-07-26 16:22:50.648329,2023-08-11 06:20:40.369354
SO-3212311,1,O,2455,19,903.76,2024-07-16 03:02:49.322477,
SO-9257256,1,C,9643,14,828.37,2024-01-28 08:08:34.297755,2024-02-06 08:42:22.319354
SO-9257256,2,X,9349,17,1151.36,2024-02-06 14:44:38.125443,
SO-9257256,3,X,4362,36,407.65,2024-03-03 21:49:11.948410,
SO-9391609,1,X,7974,38,63.76,2024-12-09 06:22:19.677451,
SO-9391609,2,C,3653,33,709.71,2024-11-26 06:28:35.574585,2024-11-27 19:02:11.496570
SO-9391609,3,O,8542,4,689.59,2025-01-23 01:44:58.170758,
SO-9391609,4,O,2960,43,1144.93,2024-11-16 11:45:01.025435,
SO-8038933,1,X,7405,16,296.33,2023-05-13 10:12:51.239900,
SO-8038933,2,C,7244,49,1341.3,2023-05-18 06:10:01.192412,2023-06-06 17:21:24.938445
SO-8038933,3,C,1553,7,773.64,2023-07-01 11:35:58.533041,2023-07-10 13:36:20.865585
SO-8038933,4,C,6729,33,732.88,2023-06-08 15:19:57.988255,2023-07-04 07:45:10.587795
SO-8038933,5,O,4192,22,650.93,2023-06-19 20:06:16.577378,
SO-8038933,6,C,7987,20,332.39,2023-07-01 16:51:45.249983,2023-07-29 00:10:01.818397
SO-3175973,1,O,9066,31,1429.26,2024-01-03 02:58:55.034125,
SO-5628170,1,O,4970,8,911.14,2024-04-11 06:11:24.296602,
SO-5628170,2,X,5165,15,1326.97,2024-03-07 03:23:02.230535,
SO-5628170,3,X,9027,19,33.88,2024-03-15 15:20:54.462820,
SO-5628170,4,O,1058,7,1315.96,2024-03-25 13:53:31.968454,
SO-5628170,5,O,1444,19,728.92,2024-03-07 10:39:20.788229,
SO-6444940,1,C,2021,25,198.33,2024-06-13 09:24:28.546996,2024-06-23 19:37:59.315937
SO-6444940,2,O,2158,47,1094.6,2024-03-29 20:32:14.074196,
SO-6444940,3,C,6528,5,403.91,2024-04-13 08:41:57.856833,2024-04-26 09:45:21.596642
SO-9652980,1,X,4016,42,1300.39,2024-10-12 01:06:56.871413,
SO-9652980,2,C,5022,8,378.56,2024-11-22 02:56:35.803013,2024-11-26 08:46:08.611171
SO-7807948,1,C,6556,50,696.65,2024-01-08 10:51:13.596698,2024-01-29 23:03:08.861018
SO-7807948,2,C,621,32,1422.82,2023-11-29 04:47:59.714088,2023-12-20 19:37:31.437629
SO-5869135,1,O,235,31,667.11,2023-06-24 03:56:41.495231,
SO-5869135,2,O,8550,29,1002.48,2023-07-24 06:40:23.803445,
SO-5869135,3,O,7668,1,250.33,2023-06-08 21:17:03.122564,
SO-5869135,4,X,5859,14,1496.01,2023-08-06 10:42:00.396559,
SO-5869135,5,X,1623,43,163.07,2023-06-23 18:19:05.158624,
SO-1249403,1,O,1919,17,1006.22,2025-03-23 06:47:09.604807,
SO-1249403,2,X,5860,35,1443.64,2025-02-25 18:38:37.779097,
SO-1249403,3,X,2172,26,124.38,2025-03-22 08:54:10.312594,
SO-4511146,1,O,3036,22,1368.2,2023-06-13 12:55:53.916622,
SO-4511146,2,O,2147,15,609.09,2023-06-22 17:04:42.540765,
SO-4511146,3,X,5171,47,850.19,2023-06-20 05:43:08.574831,
SO-4511146,4,X,4837,47,1273.76,2023-06-04 09:11:16.592783,
SO-5427980,1,O,4748,14,206.88,2024-02-12 10:44:21.064752,
SO-5427980,2,C,8036,32,142.83,2024-02-02 19:57:45.435426,2024-02-23 20:26:19.270696
SO-5427980,3,O,5649,48,469.74,2024-01-19 12:40:35.564413,
SO-5427980,4,X,7025,31,718.45,2024-01-02 20:52:33.801077,
SO-2174762,1,O,8598,45,1324.35,2025-03-23 02:12:14.968321,
SO-2174762,2,O,6275,46,1422.29,2025-04-07 12:10:04.428197,
SO-2174762,3,X,3937,33,859.76,2025-02-18 06:23:32.572339,
SO-9051156,1,X,9291,6,329.48,2023-09-07 18:16:03.939521,
SO-9051156,2,X,4626,36,1377.18,2023-09-01 16:20:09.877715,
SO-9051156,3,C,2049,16,67.42,2023-10-02 06:32:49.173678,2023-10-25 20:04:44.799891
SO-9051156,4,X,5321,41,429.81,2023-08-01 10:36:51.685493,
SO-2221863,1,C,9070,23,262.28,2023-05-15 03:36:34.707697,2023-05-25 22:26:45.341773
SO-2841514,1,X,4821,2,555.62,2025-01-04 03:16:13.281999,
SO-2841514,2,O,5573,32,732.3,2024-12-18 15:20:56.250965,
SO-2841514,3,O,6077,15,1033.89,2024-12-11 08:22:15.927157,
SO-2841514,4,X,7827,47,803.45,2024-11-23 08:53:32.396080,
SO-2841514,5,C,8914,33,496.27,2024-12-16 21:26:31.491930,2024-12-26 00:56:45.601856
SO-0564425,1,O,803,24,1414.01,2024-11-29 05:33:28.822268,
SO-0564425,2,O,8853,25,763.43,2025-01-25 01:45:07.032666,
SO-0564425,3,X,9927,25,738.25,2024-11-06 00:40:41.827315,
SO-2586423,1,C,2194,14,1338.21,2023-08-12 23:36:37.067163,2023-08-25 05:14:56.566678
SO-2586423,2,X,9502,22,1278.65,2023-09-14 16:02:02.862259,
SO-2586423,3,O,2233,3,56.74,2023-09-25 06:42:51.143460,
SO-2586423,4,C,6617,43,1491.15,2023-07-29 11:25:33.615820,2023-08-04 00:40:24.462651
SO-2586423,5,X,7371,18,859.43,2023-09-25 15:48:52.925824,
SO-8947986,1,C,4140,34,900.04,2023-12-28 09:51:10.149300,2024-01-27 09:26:16.926979
SO-8947986,2,X,3255,33,1392.84,2024-01-31 15:49:47.656410,
SO-8947986,3,X,470,40,1152.38,2023-12-15 22:05:25.203827,
SO-8947986,4,X,4141,19,505.29,2024-01-13 06:28:31.261878,
SO-8947986,5,X,5083,48,114.12,2024-02-04 16:18:31.574867,
SO-1749158,1,X,2743,24,770.8,2024-07-03 17:24:22.135195,
SO-1749158,2,O,4320,48,864.61,2024-08-14 03:38:14.703128,
SO-1749158,3,X,55,49,235.65,2024-07-05 08:25:35.534034,
SO-9187250,1,X,3070,9,1397.81,2023-12-29 20:15:06.024118,
SO-9187250,2,O,739,8,970.16,2024-03-13 02:35:41.187486,
SO-9187250,3,X,9012,27,911.86,2024-01-23 11:27:28.089897,
SO-9187250,4,X,8911,27,291.56,2024-03-02 16:14:34.991625,
SO-9187250,5,O,4719,8,785.49,2024-03-10 01:59:10.101188,
SO-4489424,1,C,6225,8,741.32,2024-04-04 18:44:54.622227,2024-04-19 11:46:45.257468
SO-3097336,1,C,529,24,45.96,2023-12-04 22:37:06.868019,2024-01-01 04:05:08.681002
SO-3097336,2,C,5351,23,1200.8,2023-12-05 04:53:56.770863,2023-12-22 00:07:59.295908
SO-3097336,3,X,3994,45,252.47,2023-12-06 09:16:17.651911,
SO-3097336,4,X,6841,39,1164.65,2023-12-21 10:39:40.549055,
SO-3097336,5,C,6437,14,1489.24,2024-02-12 07:33:20.900780,2024-02-12 08:13:45.011213
SO-3097336,6,O,36,23,1390.11,2024-01-13 08:33:48.386503,
SO-1781009,1,O,6986,45,238.88,2024-03-12 20:24:02.396385,
SO-1781009,2,C,3388,33,1418.68,2024-02-27 23:57:14.306967,2024-03-07 15:13:00.093002
SO-1781009,3,O,9209,31,947.85,2024-02-16 17:18:36.712400,
SO-1781009,4,X,6877,49,568.45,2024-01-17 19:28:19.736585,
SO-7148092,1,O,6924,14,829.16,2025-04-27 05:46:40.422270,
SO-7148092,2,C,359,25,464.34,2025-04-01 03:13:33.141296,2025-04-08 04:13:38.106884
SO-7148092,3,O,4711,36,1290.89,2025-04-23 22:30:03.950763,
SO-3074887,1,X,9892,7,1492.22,2024-05-15 22:00:08.533840,
SO-3074887,2,O,8697,10,507.23,2024-06-26 00:55:13.816292,
SO-3074887,3,O,9009,36,732.81,2024-05-15 20:51:06.591861,
SO-3074887,4,O,4616,8,189.22,2024-06-21 20:27:40.964278,
SO-2115169,1,C,5701,28,781.63,2023-09-08 20:35:07.629698,2023-10-07 04:02:09.991905
SO-2115169,2,C,6804,30,200.63,2023-10-25 09:01:20.470610,2023-11-14 10:36:52.404538
SO-2115169,3,X,8508,28,17.35,2023-09-29 00:40:07.346227,
SO-2115169,4,C,4184,23,681.48,2023-09-28 20:21:26.048338,2023-10-23 21:52:48.055050
SO-2115169,5,O,8836,37,584.86,2023-10-16 21:27:13.221921,
SO-2115169,6,C,576,27,1296.14,2023-10-24 08:47:55.607122,2023-11-10 10:56:04.704010
SO-1680131,1,C,1185,7,380.92,2024-05-13 06:08:57.386297,2024-05-15 23:10:21.760022
SO-1680131,2,X,7741,32,1028.86,2024-04-04 03:46:28.712478,
SO-1680131,3,X,867,13,1351.95,2024-03-25 10:26:40.642789,
SO-1680131,4,O,252,20,1454.59,2024-03-28 17:53:02.776005,
SO-1680131,5,X,7629,13,211.62,2024-03-19 05:08:24.963198,
SO-8701147,1,O,1079,38,1224.95,2024-03-12 14:21:21.201649,
SO-8701147,2,O,1726,6,416.37,2024-02-26 01:22:15.007075,
SO-8701147,3,X,2554,1,397.85,2024-02-29 19:04:55.737943,
SO-8701147,4,O,3992,29,554.84,2024-02-29 23:44:04.849467,
SO-8701147,5,O,9609,23,801.75,2024-02-29 23:05:39.474722,
SO-8701147,6,O,2969,33,1383.17,2024-02-12 07:27:51.541654,
SO-5844525,1,X,1253,14,500.74,2023-10-18 13:05:31.289338,
SO-5844525,2,C,8358,24,43.79,2023-11-30 17:14:58.415706,2023-12-19 12:33:03.437739
SO-5844525,3,C,624,29,281.22,2023-12-05 15:00:49.452001,2023-12-29 02:45:45.880478
SO-5844525,4,C,1506,13,191.22,2023-12-18 01:32:25.234210,2024-01-09 11:26:56.381068
SO-5844525,5,X,9366,9,95.18,2023-12-30 11:32:14.275857,
SO-5844525,6,X,7493,34,1473.93,2023-11-11 02:59:38.107344,
SO-7530761,1,O,106,2,1102.39,2024-07-19 09:31:49.504532,
SO-7530761,2,X,2946,42,1027.78,2024-06-10 00:04:39.400869,
SO-7530761,3,X,4970,11,519.81,2024-07-16 19:26:09.765813,
SO-7530761,4,X,9473,7,751.29,2024-05-24 09:22:20.920101,
SO-9262555,1,O,1631,26,1484.84,2024-03-20 15:06:40.617873,
SO-9262555,2,X,2366,10,112.64,2024-02-04 23:24:35.755909,
SO-9262555,3,X,6318,10,784.35,2024-01-31 14:45:50.119681,
SO-9262555,4,X,6241,5,311.63,2024-03-09 02:32:44.035513,
SO-9262555,5,X,2084,9,1187.98,2024-02-07 15:48:22.231111,
SO-9262555,6,C,4323,4,198.13,2024-02-08 00:36:05.389456,2024-03-07 16:43:07.683295
SO-3893418,1,X,6786,19,929.94,2023-12-23 20:32:44.327104,
SO-7260697,1,C,9952,32,385.49,2024-02-24 13:50:12.863335,2024-03-02 06:25:46.539301
SO-7260697,2,X,7933,20,1054.83,2024-03-14 22:05:01.954069,
SO-7260697,3,C,433,50,1445.84,2024-01-14 21:13:59.348552,2024-01-15 19:45:34.206276
SO-7260697,4,X,6604,45,372.57,2024-03-21 08:33:05.267160,
SO-7260697,5,O,5607,47,596.0,2024-02-21 00:13:15.275715,
SO-6791061,1,X,4557,32,147.86,2023-12-08 21:33:29.457919,
SO-6791061,2,O,8618,32,420.5,2023-10-29 07:43:00.380045,
SO-6791061,3,X,6710,30,998.4,2023-10-28 07:44:53.121610,
SO-6791061,4,X,2738,32,762.07,2023-12-25 12:52:49.540541,
SO-6791061,5,C,104,45,1167.17,2023-11-29 11:04:30.277901,2023-12-24 04:55:27.330341
SO-5839195,1,C,6107,4,402.43,2023-10-15 21:31:33.058956,2023-11-10 11:36:36.319769
SO-5839195,2,C,3478,14,339.76,2023-08-10 15:36:29.000887,2023-09-07 07:46:13.593030
SO-5839195,3,C,77,28,772.5,2023-08-17 11:02:31.648684,2023-09-03 23:58:53.459564
SO-0062337,1,C,413,41,242.16,2023-07-25 21:10:28.286119,2023-08-21 08:05:46.291762
SO-0062337,2,C,7011,19,412.18,2023-08-10 11:26:19.800332,2023-08-22 09:14:19.171877
SO-6783699,1,O,9126,17,1491.01,2025-05-25 21:02:05.217001,
SO-6783699,2,O,7777,6,1418.55,2025-04-26 08:03:52.171103,
SO-6783699,3,C,2637,37,1249.91,2025-03-07 05:41:28.882885,2025-03-25 13:23:28.340677
SO-6783699,4,X,6755,2,126.67,2025-05-25 16:12:39.276716,
SO-6783699,5,C,3162,9,1261.03,2025-04-17 08:21:03.979075,2025-04-28 00:25:16.436114
SO-7773860,1,X,5577,34,970.58,2024-03-11 16:17:21.305864,
SO-1401366,1,C,5484,26,1309.63,2023-06-05 08:13:06.424650,2023-06-05 21:37:32.752796
SO-3540435,1,C,7444,49,1498.44,2024-05-20 02:04:34.750597,2024-06-14 01:01:40.450619
SO-3540435,2,C,7931,40,1321.59,2024-05-11 16:44:38.929462,2024-06-08 19:08:28.036951
SO-3540435,3,X,7382,38,475.63,2024-03-25 09:30:42.393658,
SO-3540435,4,X,7064,27,1380.74,2024-04-08 01:30:34.640423,
SO-3540435,5,X,2797,42,1191.59,2024-06-04 01:10:02.395425,
SO-9765566,1,X,310,29,397.24,2024-01-23 17:16:37.715262,
SO-4878704,1,O,8768,23,215.62,2024-06-24 11:52:22.720742,
SO-8998665,1,C,9580,47,483.1,2024-04-16 10:04:27.824090,2024-05-16 09:11:56.679014
SO-4944229,1,X,3097,27,926.38,2024-04-06 16:04:51.220982,
SO-4493072,1,C,9502,29,1078.92,2023-10-20 05:21:21.180035,2023-10-29 12:29:37.848307
SO-4493072,2,C,4955,43,420.71,2023-11-26 22:31:49.986816,2023-12-22 21:53:32.480844
SO-4493072,3,X,5724,6,1000.57,2023-12-17 00:35:38.868308,
SO-5607198,1,C,243,33,212.23,2024-10-25 11:44:05.249496,2024-11-20 21:23:18.825008
SO-5607198,2,C,4815,8,279.23,2024-10-02 20:30:15.717704,2024-10-08 10:03:49.418687
SO-8811406,1,X,1983,26,637.24,2023-12-06 19:37:45.495834,
SO-8811406,2,O,7568,2,374.03,2024-01-20 01:28:39.376709,
SO-8811406,3,X,4804,34,1406.84,2023-11-28 22:01:17.423531,
SO-8811406,4,O,2861,7,427.57,2023-12-24 07:57:32.662174,
SO-8027391,1,O,9814,3,890.96,2023-08-07 12:44:53.058522,
SO-8027391,2,O,1390,26,725.75,2023-07-14 22:54:49.155156,
SO-8027391,3,O,5082,18,945.19,2023-06-05 12:54:34.218187,
SO-8027391,4,C,4742,33,852.78,2023-06-09 02:48:35.591505,2023-06-29 13:53:48.693405
SO-8027391,5,O,6040,38,801.89,2023-06-27 10:38:26.207173,
SO-8027391,6,C,3,40,352.16,2023-07-25 01:37:50.106089,2023-07-30 20:20:09.678909
SO-9926587,1,C,6234,15,261.23,2025-04-25 05:07:43.011589,2025-05-21 01:12:59.188006
SO-9926587,2,X,5963,1,4.73,2025-04-18 13:00:40.423734,
SO-2867331,1,O,1841,30,982.4,2023-07-04 05:00:47.504778,
